"ogc_fid";"id";"gkoid";"kortnavn";"kote";"enhed";"koteenhed";"potentialetype";"opretdato";"opretbruger";"opdateringdato";"magasin";"shape_wkt"
85963;85963;20210030;"Salling 2024";11;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"FOHM1200";"MULTILINESTRING ((496398.13949656684 6281650, 496398.13949656684 6281600, 496304.37979852915 6281500, 496300 6281495.352394179, 496208.9913033311 6281400, 496200 6281390.975106505, 496105.6440610723 6281300, 496100 6281295.3622931065, 496000 6281226.7679096, 495900 6281200.405763383, 495800 6281228.586009861, 495750 6281248.579951966))"
85964;85964;20210030;"Salling 2024";12;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"FOHM1200";"MULTILINESTRING ((490614.1754339801 6281350, 490614.25490219076 6281300, 490600 6281283.983581365, 490550 6281285.725298631))"
85965;85965;20210030;"Salling 2024";16;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"FOHM1200";"MULTILINESTRING ((505650 6281239.944552385, 505632.09289823985 6281250, 505600 6281291.100696881, 505589.4188691238 6281300, 505531.8824519619 6281400, 505531.8824519619 6281450))"
85966;85966;20210030;"Salling 2024";17;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"FOHM1200";"MULTILINESTRING ((505657.10005453846 6281250, 505650 6281265.9476899, 505622.6736863612 6281300, 505600 6281354.312977287, 505572.938743803 6281400, 505572.938743803 6281450))"
85967;85967;20210030;"Salling 2024";18;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"FOHM1200";"MULTILINESTRING ((505673.153659957 6281250, 505651.60999651894 6281300, 505611.3911665669 6281400, 505611.3911665669 6281450))"
85968;85968;20210030;"Salling 2024";19;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"FOHM1200";"MULTILINESTRING ((505689.20726537553 6281250, 505680.54630667676 6281300, 505644.8086633759 6281400, 505644.8086633759 6281450))"
85969;85969;20210030;"Salling 2024";20;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"FOHM1200";"MULTILINESTRING ((505731.416214251 6281250, 505719.217193653 6281300, 505700 6281333.464142529, 505678.22616018495 6281400, 505678.22616018495 6281450))"
85970;85970;20210030;"Salling 2024";23;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"FOHM1200";"MULTILINESTRING ((506250 6281221.344429539, 506200 6281224.638793293, 506100 6281261.680950128, 506017.2213297413 6281300, 506000 6281307.194105946, 505900 6281349.834512231, 505822.2259192193 6281400, 505800 6281412.243725844, 505768.29502715974 6281450, 505750 6281459.94442356))"
85971;85971;20210030;"Salling 2024";-1;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"FOHM1200";"MULTILINESTRING ((487500 6281199.263982319, 487501.4715490241 6281200, 487554.8466018168 6281300, 487600 6281394.55861748, 487620.6462780258 6281400, 487618.44382694404 6281500, 487600 6281512.362121443, 487500 6281544.8907003105, 487452.53265825426 6281500, 487449.82284412696 6281400, 487466.7171358961 6281300, 487498.9408782037 6281200, 487500 6281199.263982319))"
85972;85972;20210030;"Salling 2024";6;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"FOHM1200";"MULTILINESTRING ((492120.68670401524 6281150, 492125.6715589333 6281200, 492108.44308223814 6281300, 492200 6281389.165190861, 492219.3020479106 6281400, 492300 6281427.8203795375, 492400 6281444.289828121, 492500 6281481.952939793, 492523.0093742753 6281500, 492600 6281536.956536243, 492613.506480377 6281550, 492650 6281567.928546221))"
85973;85973;20210030;"Salling 2024";9;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"FOHM1200";"MULTILINESTRING ((494650 6281203.584790534, 494700 6281203.584790534, 494757.92237861746 6281200, 494800 6281196.564647719, 494900 6281189.124686204, 494950 6281192.007942083))"
