"ogc_fid";"id";"gkoid";"kortnavn";"kote";"enhed";"koteenhed";"potentialetype";"opretdato";"opretbruger";"opdateringdato";"magasin";"shape_wkt"
34001;34001;20200006;"Ringk�bing-Skjern";-990;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand4";"MULTILINESTRING ((448599.9999994166 6223299.099607322, 448599.3999475367 6223299.399823998, 448599.0997308621 6223299.999875878, 448599.099730862 6223400.900144434, 448599.0997308619 6223499.999875878, 448598.8922113306 6223501.107663965, 448599.9999994167 6223503.319425439, 448603.7284845242 6223503.728360986, 448696.90856875374 6223503.091306542, 448699.9999994178 6223503.532285546, 448703.98483218154 6223503.984708641, 448799.7188562304 6223500.281019068, 448800.38566531235 6223500.3855417725, 448812.34435977065 6223499.999875877, 448800.94375552237 6223499.0561197745, 448799.99999941885 6223499.122114038, 448799.0871423633 6223499.087018822, 448711.08512820216 6223488.914747095, 448699.99999941775 6223488.553113794, 448675.8766168492 6223475.876493311, 448626.633452786 6223473.36642251, 448626.63345278596 6223426.633329246, 448613.6478418241 6223399.999875879, 448605.8738702664 6223394.126005029, 448605.87387026654 6223305.873746728, 448603.74221743434 6223299.999875878, 448601.0501855738 6223298.949689722, 448599.9999994166 6223299.099607322))"
34002;34002;20200006;"Ringk�bing-Skjern";55;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand4";"MULTILINESTRING ((475199.9999997185 6223220.102948996, 475223.86779757036 6223276.131696555, 475232.3974606563 6223299.999875875, 475234.29870577354 6223334.298963401, 475238.89770479704 6223361.102933737, 475240.5822751096 6223399.999875876, 475243.3410641721 6223443.339414449, 475244.1162106565 6223455.884809347, 475246.9329831174 6223499.999875876, 475255.64269991446 6223544.357938619, 475259.3566891723 6223559.35503945, 475268.0511471802 6223599.999875876, 475273.3886715943 6223626.611966941, 475283.8562008913 6223683.856077048, 475286.9995114382 6223699.999875876, 475280.38330050063 6223719.617338034, 475261.3677975707 6223761.3665293185, 475252.27661104716 6223799.999875876, 475218.74389620294 6223818.742627951, 475199.99999971845 6223829.816312645, 475168.9392087025 6223868.937558982, 475161.88659639773 6223899.999875877, 475129.24804659263 6223929.248304222, 475118.9117428816 6223981.089277121, 475110.5651852643 6223999.999875876, 475115.68298311596 6224015.684003683, 475125.8972165145 6224074.103040548, 475139.2639157334 6224099.999875877, 475153.1433102648 6224146.857328268, 475161.9964596789 6224161.996717308, 475179.7027585073 6224199.999875877, 475181.10961885884 6224218.891019676, 475195.77941866376 6224295.780057762, 475196.1700436637 6224299.999875877, 475197.1069333121 6224302.891416404, 475199.9999997184 6224306.18884072, 475223.43444796087 6224376.566190574, 475237.06970186724 6224399.999875877, 475255.3924557737 6224444.606656883, 475299.9999997195 6224499.25639138, 475300.4730221805 6224499.999875877, 475300.45776339143 6224500.456495139, 475299.9999997195 6224516.497678611, 475295.6115719851 6224595.611066674, 475294.9920651492 6224599.999875877, 475291.9952389773 6224608.0042551495, 475272.7142331177 6224672.713346336, 475259.6557614378 6224699.999875878, 475244.1192624142 6224744.119138573, 475199.9999997184 6224797.28991494, 475197.68676729646 6224797.686643455, 475192.1020504996 6224799.999875877, 475145.0500485459 6224845.048780297, 475099.9999997173 6224885.503263327, 475088.60168428737 6224888.602323388, 475077.8381344825 6224899.999875878, 475084.45434542024 6224915.546674584, 475098.2879635843 6224998.287839745, 475098.7915036235 6224999.999875876, 475099.3408200298 6225000.658292625, 475099.9999997172 6225001.78286538, 475140.686034874 6225059.314985131, 475168.60351534304 6225099.999875878, 475179.80651827285 6225120.193738791, 475199.99999971833 6225189.295072411, 475203.8665768668 6225196.134824609, 475206.67419405445 6225199.999875878, 475285.54382296157 6225214.456052634, 475299.99999971956 6225208.836622094, 475306.59179659456 6225206.5909098135, 475309.8175046025 6225199.999875878, 475326.73339815735 6225173.2664774405, 475334.2315671027 6225134.230298852, 475361.8041989389 6225138.195676659, 475399.99999972066 6225123.46255288, 475448.5107419087 6225151.48951516, 475463.5772702292 6225199.999875876, 475469.8303219871 6225230.169553612, 475499.99999972177 6225271.762723779, 475514.03808565944 6225285.96217141, 475517.30957003444 6225299.999875878, 475514.9688717923 6225314.967603539, 475502.990722378 6225397.008008813, 475502.53295870614 6225399.999875878, 475499.99999972177 6225402.947492456, 475487.4999997216 6225412.501020287, 475444.320678432 6225444.319410179, 475399.99999972066 6225487.071866844, 475390.2862546033 6225490.285367821, 475352.63671847014 6225499.999875879, 475331.8023678839 6225531.800718164, 475326.98974581354 6225573.011655663, 475317.9870602666 6225599.999875878, 475322.8698727666 6225622.870893334, 475326.9378659307 6225673.063154076, 475335.02197237604 6225699.999875879, 475349.97253389977 6225749.972791528, 475377.691650111 6225799.999875878, 475344.8944088997 6225844.895047998, 475336.163329798 6225863.83616433, 475316.8670651494 6225899.999875879, 475306.503295618 6225906.503553247, 475299.9999997195 6225911.756391381, 475256.8389889768 6225956.837720728, 475251.934814172 6225999.999875879, 475231.34155245306 6226031.3425730225, 475199.9999997183 6226066.340322351, 475176.5380856556 6226076.538915492, 475140.36560030363 6226099.999875879, 475114.312743858 6226114.31147561, 475099.9999997172 6226126.021642542, 475051.03759737284 6226151.037092065, 475044.7235104587 6226155.277318811, 474999.99999971606 6226183.561582422, 474987.774657919 6226187.774343346, 474962.10021944216 6226199.99987588, 474901.79138155084 6226201.79259286, 474899.99999971496 6226201.866407252, 474896.21887178515 6226203.7796686655, 474809.0606686592 6226209.0601633545, 474799.9999997138 6226298.313207482, 474798.8586422919 6226298.857374048, 474797.1069333074 6226299.999875878, 474702.532958697 6226302.531881188, 474699.9999997126 6226302.5757502075, 474698.2269284235 6226301.7721842285, 474697.2198483454 6226299.999875879, 474697.030639361 6226297.031469202, 474693.44787568913 6226206.552381373, 474693.0114743219 6226199.99987588, 474684.76867647027 6226184.767408227, 474680.33142061083 6226119.668645715, 474621.331786821 6226121.332235193, 474599.99999971146 6226111.317701196, 474588.9770504926 6226111.022062158, 474512.15515107766 6226112.155790185, 474499.99999971036 6226111.855192042, 474488.2232663119 6226111.777944422, 474411.0626217796 6226111.06249795, 474399.99999970925 6226110.989637231, 474388.9160153341 6226111.085195398, 474311.1053463879 6226111.104650354, 474299.9999997081 6226111.201925134, 474289.7033688486 6226110.297269678, 474244.47631806694 6226099.99987588, 474228.9550778323 6226071.045560693, 474199.999999707 6226055.414075708, 474179.1564938473 6226020.842428064, 474116.3970944326 6226016.3983057495, 474099.9999997058 6226009.5396708, 474092.99926728394 6226007.00137124, 474088.8732907213 6225999.999875879, 474077.39257783047 6225977.392454004, 474071.2890622055 6225928.710813379, 474014.7491452127 6225914.748258446, 473999.99999970477 6225905.967588281, 473995.6695553688 6225904.330701685, 473993.44787568116 6225899.999875878, 473993.19763154053 6225893.197126245, 473986.86828583735 6225813.130826806, 473986.4257809546 6225799.999875878, 473986.74926728266 6225786.749906396, 473997.1130368141 6225702.88569436, 473997.1984860328 6225699.999875879, 473997.4334713845 6225697.434491967, 473999.9999997047 6225690.770597314, 474042.6208493146 6225642.619199608, 474056.54296845535 6225599.999875878, 474038.2202145489 6225561.778135156, 473999.9999997047 6225539.099759911, 473985.12573212635 6225514.875287865, 473980.27648896235 6225499.999875878, 473977.0812985326 6225477.081556176, 473976.85241669655 6225423.145933007, 473972.42431611073 6225399.999875878, 473952.9754635714 6225352.976102684, 473982.4951168921 6225317.503614281, 473947.7447506807 6225347.743482445, 473899.9999997036 6225333.769483422, 473877.9602047815 6225322.03928933, 473860.2447506797 6225299.999875878, 473862.6739498985 6225262.673063134, 473863.6566159142 6225236.342878197, 473865.90270966414 6225199.999875878, 473879.156493844 6225179.155225609, 473899.9999997037 6225159.6056650635, 473927.8381344695 6225172.162885522, 473946.7590329073 6225199.999875878, 473958.9752194308 6225241.025419091, 473999.9999997047 6225297.585172509, 474011.813354197 6225288.185758447, 474055.4046627913 6225255.404157495, 474099.9999997059 6225200.696058128, 474100.5218502918 6225200.522489403, 474101.3275143544 6225199.999875878, 474101.39160126843 6225198.608274315, 474099.9999997059 6225196.473569726, 474090.8386227528 6225109.161634301, 474091.5924069324 6225099.999875878, 474090.9545895495 6225090.955610131, 474099.99999970593 6225028.823346947, 474118.85986298736 6225018.860883568, 474138.2659909172 6224999.999875877, 474172.99194306607 6224972.991819237, 474178.8940426757 6224921.10506997, 474187.6342770507 6224899.999875877, 474198.5290524414 6224898.528928612, 474199.9999997071 6224897.925443504, 474204.83703583997 6224895.163602685, 474278.54614228604 6224878.547544334, 474291.7785641613 6224808.221692894, 474296.2524411144 6224799.999875878, 474297.29309052846 6224797.292585228, 474299.2950436535 6224700.7052134015, 474299.45373505965 6224699.999875878, 474299.3469235363 6224699.347944114, 474299.9999997082 6224651.1473368155, 474310.4614254896 6224610.459775778, 474312.97912568494 6224599.999875877, 474332.76672334137 6224567.2327707745, 474347.2534176776 6224547.252149437, 474362.432861037 6224499.999875877, 474350.81176728685 6224450.812406395, 474350.55847138853 6224449.442167138, 474337.2253415055 6224399.999875877, 474332.7850338883 6224367.215604637, 474331.37207002105 6224331.373472068, 474327.78625459137 6224299.999875876, 474329.99877900543 6224270.00185952, 474331.912231154 6224231.911725853, 474334.38415498205 6224199.999875877, 474340.1489254899 6224159.850950096, 474344.29321259935 6224144.293088768, 474349.0570065447 6224099.999875876, 474360.7330319355 6224060.732908104, 474364.6514889668 6224035.348768088, 474373.07434052933 6223999.999875877, 474387.1398922874 6223987.140149924, 474399.99999970937 6223983.128232811, 474419.6411129908 6223919.6421335675, 474421.185302444 6223899.999875876, 474424.1973874049 6223875.802106711, 474425.6652829128 6223825.66592202, 474429.6386715847 6223799.999875877, 474439.1601559597 6223760.840101096, 474439.2639157254 6223739.263791893, 474457.5836178741 6223699.999875876, 474466.93115205393 6223666.929883812, 474499.9999997105 6223619.851560446, 474505.37414521835 6223605.374021383, 474510.6689450231 6223599.999875877, 474551.44348115637 6223551.442975852, 474599.99999971164 6223530.56017861, 474620.31555146974 6223520.316190573, 474659.1491696343 6223499.999875876, 474668.94531221245 6223468.946332784, 474699.9999997128 6223437.505979392, 474721.1395260802 6223421.140165183, 474748.9837643619 6223399.999875876, 474756.2316891666 6223356.231946798, 474799.99999971397 6223337.752790305, 474826.062011433 6223326.062650534, 474877.5878903399 6223299.999875875, 474881.1035153399 6223281.102628562, 474899.99999971513 6223288.06559548, 474920.85571260593 6223279.1441629855, 474961.81945772364 6223261.818189475, 474999.9999997162 6223245.207853171, 475035.64453096665 6223235.645551536, 475083.81957979535 6223216.17915139, 475099.9999997174 6223210.797757954, 475113.4613034285 6223213.460416647, 475184.591674523 6223215.40972695, 475199.9999997185 6223220.102948996))"
34003;34003;20200006;"Ringk�bing-Skjern";55;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand4";"MULTILINESTRING ((474799.99999971397 6223135.713834616, 474840.0024411207 6223159.998578878, 474830.62744112045 6223199.999875875, 474833.2183835034 6223233.217496726, 474799.999999714 6223248.480863423, 474762.66479463555 6223237.333936545, 474756.3201901432 6223199.999875875, 474771.43859834643 6223171.439237448, 474799.99999971397 6223135.713834616))"
34004;34004;20200006;"Ringk�bing-Skjern";0;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand4";"MULTILINESTRING ((444599.9999993715 6223000.001401757, 444699.96805128275 6223000.031919335, 444699.96995863155 6223099.96973977, 444699.9865525644 6223199.9865244385, 444699.98855528084 6223299.988431787, 444699.99151167116 6223399.991483545, 444699.9971383497 6223499.996824121))"
34005;34005;20200006;"Ringk�bing-Skjern";-5;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand4";"MULTILINESTRING ((444599.99999937153 6223000.501890039, 444601.00464757986 6223001.004667138, 444698.96736082283 6223001.032514429, 444698.9692681711 6223098.969144678, 444699.4845384044 6223099.999875879, 444699.4861119674 6223199.486036157, 444699.48811468325 6223299.487943505, 444699.49107107334 6223399.999875879, 444699.236630766 6223400.763196802, 444699.246358244 6223499.246091699))"
34006;34006;20200006;"Ringk�bing-Skjern";-10;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand4";"MULTILINESTRING ((444599.9999993715 6223001.00237832, 444602.00591024494 6223002.005643701, 444697.96667036257 6223002.0331095215, 444697.9685300275 6223097.968549584, 444698.9841454908 6223099.999875878, 444698.9856713693 6223198.985547876, 444698.9876264017 6223298.987455224, 444698.9905827921 6223399.99987588, 444698.4859937115 6223401.513929224, 444698.4955781381 6223498.495359277))"
34007;34007;20200006;"Ringk�bing-Skjern";-15;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand4";"MULTILINESTRING ((444599.99999937153 6223001.502866601, 444603.0071729098 6223003.007001733, 444696.9659799024 6223003.033704613, 444696.9677918836 6223096.967573022, 444698.4837048929 6223099.999875878, 444698.4852307722 6223198.485059595, 444698.4871858043 6223298.486966943, 444698.4901421949 6223399.99987588, 444697.73535665683 6223402.264661646, 444697.7447503488 6223497.7446268555))"
34008;34008;20200006;"Ringk�bing-Skjern";-20;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand4";"MULTILINESTRING ((444599.9999993712 6223002.003354883, 444604.0084355746 6223004.008359765, 444695.96528944216 6223004.034681177, 444695.96705373924 6223095.966977929, 444697.98326429573 6223099.999875878, 444697.98479017464 6223197.9845713135, 444697.9867452067 6223297.986478662, 444697.98970159725 6223399.999875879, 444696.9847196026 6223403.015012598, 444696.99397024355 6223496.993894433))"
34009;34009;20200006;"Ringk�bing-Skjern";-25;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand4";"MULTILINESTRING ((444599.99999937124 6223002.503843163, 444605.00969823904 6223005.009717797, 444694.964598982 6223005.03527627, 444694.9663155958 6223094.966382836, 444697.48287138186 6223099.999875879, 444697.48434957676 6223197.484083031, 444697.4863046091 6223297.48599038, 444697.489213316 6223399.999875879, 444696.23408254783 6223403.76574502, 444696.24319013796 6223496.243162012))"
34010;34010;20200006;"Ringk�bing-Skjern";-30;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand4";"MULTILINESTRING ((444599.9999993712 6223003.004331444, 444606.0109609042 6223006.01069436, 444693.9639085217 6223006.035871361, 444693.9656251353 6223093.9654062735, 444696.9824307844 6223099.999875878, 444696.9839089792 6223196.98397622, 444696.9858640119 6223296.985883569, 444696.9887727185 6223399.999875879, 444695.4834454935 6223404.516477441, 444695.4924100322 6223495.49242959))"
