"ogc_fid";"id";"gkoid";"kortnavn";"kote";"enhed";"koteenhed";"potentialetype";"opretdato";"opretbruger";"opdateringdato";"magasin";"shape_wkt"
83959;83959;20210030;"Salling 2024";22;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"terr�n";"MULTILINESTRING ((501000 6285882.292251827, 501011.79060579 6285900, 501040.60443991283 6286000, 501000 6286029.15285089, 500940.74521973886 6286000, 500978.35139912885 6285900, 501000 6285882.292251827))"
83961;83961;20210030;"Salling 2024";14;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"terr�n";"MULTILINESTRING ((492107.58094375837 6285800, 492100 6285709.459164284, 492000 6285755.905829046, 491943.4742877578 6285800, 491913.4087216233 6285900, 491953.88982916856 6286000, 492000 6286060.327376646, 492094.1897555406 6286100, 492100 6286104.5113293715, 492101.3819141995 6286100, 492114.0174634716 6286000, 492118.9113274531 6285900, 492107.58094375837 6285800))"
83962;83962;20210030;"Salling 2024";20;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"terr�n";"MULTILINESTRING ((506200 6285778.466108972, 506251.48137596896 6285800, 506200 6285811.507083527, 506191.34232507256 6285800, 506200 6285778.466108972))"
83963;83963;20210030;"Salling 2024";21;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"terr�n";"MULTILINESTRING ((497000 6285783.041981658, 497020.7652995472 6285800, 497060.3091545478 6285900, 497000 6285947.471521192, 496900 6285998.961281152, 496899.2727627466 6286000, 496851.7163166656 6286100, 496800 6286134.457539063, 496758.01565321 6286100, 496754.1662344906 6286000, 496763.47314097243 6285900, 496800 6285861.672293218, 496900 6285850.863144274, 496956.8504587107 6285800, 497000 6285783.041981658))"
83964;83964;20210030;"Salling 2024";21;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"terr�n";"MULTILINESTRING ((506300 6285709.821161534, 506326.4586109716 6285800, 506308.3510384591 6285900, 506300 6285907.482374968, 506284.77179338183 6285900, 506200 6285836.553973284, 506172.49759965064 6285800, 506200 6285731.594371804, 506300 6285709.821161534))"
83965;83965;20210030;"Salling 2024";22;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"terr�n";"MULTILINESTRING ((497000 6285745.768941334, 497066.40659039444 6285800, 497100 6285850.016675832, 497127.9789130388 6285900, 497126.0673239719 6286000, 497100 6286031.241724542, 497000 6286041.436795467, 496917.4693049468 6286100, 496900 6286111.012483505, 496800 6286173.037597332, 496711.0082757363 6286100, 496700 6286007.666715341, 496698.41242379835 6286000, 496700 6285986.212669759, 496706.88099734695 6285900, 496800 6285802.2900428735, 496808.7819087187 6285800, 496900 6285774.612277235, 497000 6285745.768941334))"
83966;83966;20210030;"Salling 2024";23;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"terr�n";"MULTILINESTRING ((497100 6285781.721011497, 497115.40246725193 6285800, 497166.0174987044 6285900, 497162.2942908955 6286000, 497100 6286074.659795489, 497026.9310685055 6286100, 497000 6286115.343573944, 496900 6286177.297642463, 496846.78662775917 6286200, 496800 6286220.958705705, 496746.45157647267 6286200, 496700 6286174.565566597, 496634.95694557205 6286100, 496616.76730029157 6286000, 496622.97704254254 6285900, 496660.3604417884 6285800, 496700 6285783.393944818, 496800 6285728.336856498, 496900 6285711.23337339, 497000 6285708.495901012, 497100 6285781.721011497))"
83967;83967;20210030;"Salling 2024";27;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"terr�n";"MULTILINESTRING ((497851.8314587112 6285800, 497800 6285762.841167032, 497700 6285734.30678317, 497600 6285792.876367624, 497597.5080153187 6285800, 497533.93593497074 6285900, 497500 6285930.735567127, 497463.2787261966 6286000, 497400 6286060.53033599, 497373.31805404153 6286100, 497300 6286165.916607185, 497268.84135657916 6286200, 497200 6286260.740002419, 497155.6096698443 6286300, 497100 6286352.7297191955, 497048.7674785749 6286400, 497000 6286469.100152297, 496978.8180920003 6286500, 496951.70296614955 6286600, 496943.5268959619 6286700, 496947.6949603061 6286800, 496956.6555435727 6286900, 496975.5489162012 6287000, 497000 6287054.056020457, 497028.03214366146 6287100, 497100 6287155.186290441, 497192.86727401376 6287200, 497200 6287201.98860609, 497300 6287223.244380165, 497400 6287231.370178221, 497500 6287218.781511067, 497562.52436103986 6287200, 497600 6287185.900348006, 497700 6287125.885934287, 497789.28353626485 6287100, 497800 6287095.705623646, 497808.6903691861 6287100, 497900 6287157.37036195, 497943.43107074994 6287200, 497966.6746013438 6287300, 497958.2353032238 6287400, 497951.89144070196 6287500, 498000 6287530.373319704, 498100 6287544.216292412, 498200 6287523.851795768, 498244.30235295487 6287500, 498300 6287453.230179756, 498336.0286971076 6287400, 498374.26987537683 6287300, 498394.66944600036 6287200, 498400 6287114.439506076, 498400.66957568 6287100, 498400 6287089.040389774, 498393.1138585368 6287000, 498371.2511017908 6286900, 498341.6338594154 6286800, 498308.44243840536 6286700, 498300 6286673.322718568, 498272.34132587153 6286600, 498239.9298264044 6286500, 498216.09060459875 6286400, 498200 6286315.004300429, 498196.0736999819 6286300, 498171.70660748973 6286200, 498133.0077299903 6286100, 498100 6286036.634688623, 498067.0366943739 6286000, 498000 6285914.602589818, 497980.64030938264 6285900, 497900 6285823.467329506, 497851.8314587112 6285800))"
83968;83968;20210030;"Salling 2024";-1;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"terr�n";"MULTILINESTRING ((492600 6285668.944560345, 492615.56982416945 6285700, 492600 6285788.248519397, 492589.38587049313 6285800, 492600 6285804.222832473, 492700 6285863.368732414, 492759.49785813305 6285900, 492700 6285929.75212023, 492628.9638691742 6286000, 492623.7608840377 6286100, 492600 6286142.827140196, 492537.3760445057 6286100, 492531.2689301417 6286000, 492500 6285952.938077685, 492472.8642748247 6285900, 492484.17951610684 6285800, 492500 6285743.232123107, 492546.0634652007 6285700, 492600 6285668.944560345))"
83969;83969;20210030;"Salling 2024";1;"kote";"meter";"Magasinspecifik";"2025-08-15 00:00:00.0";"simak";"2025-08-15 00:00:00.0";"terr�n";"MULTILINESTRING ((492716.25831099204 6285700, 492700 6285684.054019683, 492692.6144449279 6285700, 492677.25418754556 6285800, 492700 6285814.112230076, 492736.7193990421 6285800, 492716.25831099204 6285700))"
