"ogc_fid";"id";"gkoid";"kortnavn";"kote";"enhed";"koteenhed";"potentialetype";"opretdato";"opretbruger";"opdateringdato";"magasin";"shape_wkt"
55992;55992;20200006;"Ringk�bing-Skjern";-760;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand8";"MULTILINESTRING ((444299.99999936845 6220776.086301657, 444315.942394102 6220784.057493064, 444323.91328748484 6220799.999875875, 444323.91316827585 6220876.087064598, 444323.9129536988 6220976.087064598, 444323.9127272015 6221099.999875877, 444317.93450053973 6221117.934293602))"
55993;55993;20200006;"Ringk�bing-Skjern";-765;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand8";"MULTILINESTRING ((444299.99999936845 6220776.586026999, 444315.6088703517 6220784.390897604, 444323.4130137803 6220799.999875876, 444323.412894571 6220876.586789939, 444323.4126799943 6220976.587552878, 444323.41245349695 6221099.999875876, 444317.5593012215 6221117.558927391))"
55994;55994;20200006;"Ringk�bing-Skjern";-770;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand8";"MULTILINESTRING ((444299.99999936816 6220777.08651528, 444315.27534660103 6220784.724302147, 444322.9127400761 6220799.999875877, 444322.9126208665 6220877.087278221, 444322.91240629007 6220977.08727822, 444322.9121917133 6221099.999875876, 444317.18410190387 6221117.184324119))"
55995;55995;20200006;"Ringk�bing-Skjern";-775;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand8";"MULTILINESTRING ((444299.99999936845 6220777.587003563, 444314.9418228508 6220785.057706686, 444322.4124544503 6220799.999875876, 444322.4123471622 6220877.5877665, 444322.41214450647 6220977.587766501, 444322.4119299297 6221099.999875876, 444316.8089025859 6221116.808957908))"
55996;55996;20200006;"Ringk�bing-Skjern";-780;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand8";"MULTILINESTRING ((444299.99999936845 6220778.087491843, 444314.6082991008 6220785.391874167, 444321.9121807461 6220799.999875876, 444321.91207345773 6220878.087491843, 444321.9118708016 6220978.088254781, 444321.91165622516 6221099.999875877, 444316.4337151889 6221116.433591696))"
55997;55997;20200006;"Ringk�bing-Skjern";-785;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand8";"MULTILINESTRING ((444299.9999993684 6220778.587217185, 444314.27477535047 6220785.725278708, 444321.41190704145 6220799.999875876, 444321.4117878319 6220878.587980123, 444321.4115970974 6220978.587980125, 444321.4113944412 6221099.999875876, 444316.05851587065 6221116.058225486))"
55998;55998;20200006;"Ringk�bing-Skjern";-790;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand8";"MULTILINESTRING ((444299.99999936845 6220779.087705466, 444313.94125160016 6220786.058683249, 444320.91162141575 6220799.999875875, 444320.9115141277 6220879.088468406, 444320.9113233925 6220979.088468406, 444320.9111207371 6221099.999875877, 444315.683316553 6221115.6828592755))"
55999;55999;20200006;"Ringk�bing-Skjern";-795;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand8";"MULTILINESTRING ((444299.99999936816 6220779.588193746, 444313.6077397708 6220786.39208779, 444320.4113477112 6220799.999875876, 444320.41124042316 6220879.588956687, 444320.41106160893 6220979.588956688, 444320.41085895343 6221099.999875876, 444315.3081172348 6221115.308256004))"
56000;56000;20200006;"Ringk�bing-Skjern";-800;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand8";"MULTILINESTRING ((444299.9999993681 6220780.088682029, 444313.2742160204 6220786.725492331, 444319.911074007 6220799.999875876, 444319.9109667184 6220880.088682029, 444319.9107879048 6220980.089444968, 444319.91059716983 6221099.999875876, 444314.9329179171 6221114.932889792))"
56001;56001;20200006;"Ringk�bing-Skjern";-805;"Kote";"Meter";"Magasinspecifik";"2023-06-30 00:00:00.0";"simak";"2023-06-30 00:00:00.0";"Sand8";"MULTILINESTRING ((444299.99999936816 6220780.588407371, 444312.9406922702 6220787.058896872, 444319.4107883811 6220799.999875875, 444319.4106930141 6220880.58917031, 444319.4105142002 6220980.58917031, 444319.410323465 6221099.999875876, 444314.5577185992 6221114.557523581))"
